Table Name,Index Name,Total Size,Total Size of all Indexes,Table Size,Index Size,Estimated table row count
customer,c_ck,357 MB,216 MB,141 MB,16 MB,750000
customer,c_nk,357 MB,216 MB,141 MB,5112 kB,750000
customer,idx_customer_c_phone,357 MB,216 MB,141 MB,23 MB,750000
customer,idx_customer_c_mktsegment,357 MB,216 MB,141 MB,5192 kB,750000
customer,c_acb,357 MB,216 MB,141 MB,16 MB,750000
customer,idx_customer_c_comment,357 MB,216 MB,141 MB,73 MB,750000
customer,idx_customer_c_name,357 MB,216 MB,141 MB,29 MB,750000
customer,idx_customer_c_address,357 MB,216 MB,141 MB,34 MB,750000
customer,customer_pkey,357 MB,216 MB,141 MB,16 MB,750000
lineitem,l_rd,11 GB,7289 MB,4396 MB,199 MB,29999796
lineitem,l_cd,11 GB,7289 MB,4396 MB,199 MB,29999796
lineitem,l_sd,11 GB,7289 MB,4396 MB,199 MB,29999796
lineitem,lineitem_pkey,11 GB,7289 MB,4396 MB,643 MB,29999796
lineitem,idx_lineitem_l_shipmode,11 GB,7289 MB,4396 MB,202 MB,29999796
lineitem,l_ok,11 GB,7289 MB,4396 MB,371 MB,29999796
lineitem,l_pk,11 GB,7289 MB,4396 MB,215 MB,29999796
lineitem,l_sk,11 GB,7289 MB,4396 MB,203 MB,29999796
lineitem,l_pk_sk,11 GB,7289 MB,4396 MB,290 MB,29999796
lineitem,l_sk_pk,11 GB,7289 MB,4396 MB,290 MB,29999796
lineitem,idx_lineitem_l_comment,11 GB,7289 MB,4396 MB,1085 MB,29999796
lineitem,l_disc,11 GB,7289 MB,4396 MB,644 MB,29999796
lineitem,l_tax,11 GB,7289 MB,4396 MB,644 MB,29999796
lineitem,idx_lineitem_l_linestatus,11 GB,7289 MB,4396 MB,198 MB,29999796
lineitem,l_extp,11 GB,7289 MB,4396 MB,859 MB,29999796
lineitem,idx_lineitem_l_returnflag,11 GB,7289 MB,4396 MB,198 MB,29999796
lineitem,l_q,11 GB,7289 MB,4396 MB,644 MB,29999796
lineitem,idx_lineitem_l_shipinstruct,11 GB,7289 MB,4396 MB,205 MB,29999796
nation,idx_nation_n_comment,88 kB,80 kB,8192 bytes,16 kB,25
nation,n_nk,88 kB,80 kB,8192 bytes,16 kB,25
nation,n_rk,88 kB,80 kB,8192 bytes,16 kB,25
nation,nation_pkey,88 kB,80 kB,8192 bytes,16 kB,25
nation,idx_nation_n_name,88 kB,80 kB,8192 bytes,16 kB,25
orders,idx_orders_o_clerk,2347 MB,1326 MB,1021 MB,53 MB,7500000
orders,o_od,2347 MB,1326 MB,1021 MB,51 MB,7500000
orders,orders_pkey,2347 MB,1326 MB,1021 MB,161 MB,7500000
orders,o_ck,2347 MB,1326 MB,1021 MB,60 MB,7500000
orders,o_ok,2347 MB,1326 MB,1021 MB,161 MB,7500000
orders,o_tp,2347 MB,1326 MB,1021 MB,224 MB,7500000
orders,idx_orders_o_orderstatus,2347 MB,1326 MB,1021 MB,50 MB,7500000
orders,idx_orders_o_orderpriority,2347 MB,1326 MB,1021 MB,50 MB,7500000
orders,idx_orders_o_comment,2347 MB,1326 MB,1021 MB,518 MB,7500000
part,idx_part_p_container,333 MB,173 MB,160 MB,6920 kB,1000000
part,part_pkey,333 MB,173 MB,160 MB,21 MB,1000000
part,p_pk,333 MB,173 MB,160 MB,21 MB,1000000
part,idx_part_p_name,333 MB,173 MB,160 MB,53 MB,1000000
part,idx_part_p_mfgr,333 MB,173 MB,160 MB,7032 kB,1000000
part,idx_part_p_brand,333 MB,173 MB,160 MB,6912 kB,1000000
part,idx_part_p_type,333 MB,173 MB,160 MB,7040 kB,1000000
part,idx_part_p_comment,333 MB,173 MB,160 MB,21 MB,1000000
part,p_rp,333 MB,173 MB,160 MB,21 MB,1000000
part,p_s,333 MB,173 MB,160 MB,6816 kB,1000000
partsupp,idx_partsupp_ps_supplycost,1752 MB,1068 MB,684 MB,86 MB,4000000
partsupp,ps_sk_pk,1752 MB,1068 MB,684 MB,86 MB,4000000
partsupp,ps_pk_sk,1752 MB,1068 MB,684 MB,86 MB,4000000
partsupp,ps_sk,1752 MB,1068 MB,684 MB,26 MB,4000000
partsupp,partsupp_pkey,1752 MB,1068 MB,684 MB,86 MB,4000000
partsupp,ps_avqt,1752 MB,1068 MB,684 MB,27 MB,4000000
partsupp,ps_pk,1752 MB,1068 MB,684 MB,47 MB,4000000
partsupp,idx_partsupp_ps_comment,1752 MB,1068 MB,684 MB,624 MB,4000000
region,region_pkey,72 kB,64 kB,8192 bytes,16 kB,5
region,idx_region_r_comment,72 kB,64 kB,8192 bytes,16 kB,5
region,idx_region_r_name,72 kB,64 kB,8192 bytes,16 kB,5
region,r_rk,72 kB,64 kB,8192 bytes,16 kB,5
supplier,s_actb,23 MB,14 MB,8896 kB,1112 kB,50000
supplier,idx_supplier_s_phone,23 MB,14 MB,8896 kB,1552 kB,50000
supplier,idx_supplier_s_comment,23 MB,14 MB,8896 kB,4432 kB,50000
supplier,idx_supplier_s_name,23 MB,14 MB,8896 kB,2456 kB,50000
supplier,idx_supplier_s_address,23 MB,14 MB,8896 kB,2312 kB,50000
supplier,s_nk,23 MB,14 MB,8896 kB,368 kB,50000
supplier,s_sk,23 MB,14 MB,8896 kB,1112 kB,50000
supplier,supplier_pkey,23 MB,14 MB,8896 kB,1112 kB,50000
(71 rows)
